Tipo;Designacion;d;bf;tf;hw;tw=r1;r2;bf/2tf;hw/tw;Ag;Peso;Ix;Sx;rx;Qx;Zx;Iy;Sy;ry;Qy;1.5Sy;Zy;w1;d1;w4;t1;w3;J;Cw;X1;X2
IPN;80;80;42;5.9;59.0;3.9;2.3;3.6;15.1;7.6;5.9;77.8;19.5;3.2;11.4;22.8;6.3;3.0;0.9;2.5;4.5;4.9;22.0;6.4;10.0;4.4;;0.7;87.5;32815.0;0.7
IPN;100;100;50;6.8;75.0;4.5;2.7;3.7;16.7;10.6;8.3;171.0;34.2;4.0;19.9;39.8;12.2;4.9;1.1;4.0;7.3;8.0;28.0;6.4;11.0;5.1;;1.3;268.0;30082.0;1.0
IPN;120;120;58;7.7;92.0;5.1;3.1;3.8;18.0;14.2;11.1;328.0;54.7;4.8;31.8;63.6;21.5;7.4;1.2;6.1;11.1;12.2;32.0;8.4;13.0;5.7;;2.2;685.0;28382.0;1.3
IPN;140;140;66;8.6;109.0;5.7;3.4;3.8;19.1;18.2;14.3;573.0;81.9;5.6;47.7;95.4;35.2;10.7;1.4;8.9;16.1;17.7;34.0;11.0;16.0;6.3;;3.6;1540.0;27117.0;1.6
IPN;160;160;74;9.5;125.0;6.3;3.8;3.9;19.8;22.8;17.9;935.0;117.0;6.4;68.0;136.0;54.7;14.8;1.6;12.3;22.2;24.6;40.0;11.0;17.0;6.9;;5.4;3138.0;26190.0;1.8
IPN;180;180;82;10.4;142.0;6.9;4.1;3.9;20.6;27.9;21.9;1450.0;161.0;7.2;93.4;187.0;81.3;19.8;1.7;16.5;29.7;33.0;44.0;13.0;19.0;7.5;;7.9;5924.0;25442.0;2.0
IPN;200;200;90;11.3;159.0;7.5;4.5;4.0;21.2;33.4;26.2;2140.0;214.0;8.0;125.0;250.0;117.0;26.0;1.9;21.6;39.0;43.2;48.0;13.0;21.0;8.2;;11.2;10520.0;24894.0;2.2
IPN;220;220;98;12.2;176.0;8.1;4.9;4.0;21.7;39.5;31.1;3060.0;278.0;8.8;162.0;324.0;162.0;33.1;2.0;27.6;49.7;55.2;52.0;13.0;23.0;8.8;;15.3;17760.0;24432.0;2.4
IPN;240;240;106;13.1;192.0;8.7;5.2;4.1;22.1;46.1;36.2;4250.0;354.0;9.6;206.0;412.0;221.0;41.7;2.2;34.7;62.6;69.4;56.0;17.0;25.0;9.4;;20.6;28730.0;24017.0;2.6
IPN;260;260;113;14.1;208.0;9.4;5.6;4.0;22.1;53.3;41.9;5740.0;442.0;10.4;257.0;514.0;288.0;51.0;2.3;42.6;76.5;85.1;60.0;17.0;26.5;10.2;;27.5;44070.0;23925.0;2.7
IPN;280;280;119;15.2;225.0;10.1;6.1;3.9;22.3;61.0;47.9;7590.0;542.0;11.1;316.0;632.0;364.0;61.2;2.5;51.1;91.8;102.1;62.0;17.0;28.5;11.0;;36.4;64580.0;24009.0;2.6
IPN;300;300;125;16.2;241.0;10.8;6.5;3.9;22.3;69.0;54.2;9800.0;653.0;11.9;381.0;762.0;451.0;72.2;2.6;60.3;108.3;120.6;64.0;21.0;30.5;11.8;;46.7;91850.0;23987.0;2.7
IPN;320;320;131;17.3;258.0;11.5;6.9;3.8;22.4;77.7;61.0;12510.0;782.0;12.7;457.0;914.0;555.0;84.7;2.7;71.0;127.1;141.9;70.0;21.0;30.5;12.7;;59.7;128800.0;24038.0;2.7
IPN;340;340;137;18.3;274.0;12.2;7.3;3.7;22.5;86.7;68.0;15700.0;923.0;13.5;540.0;1080.0;674.0;98.4;2.8;82.4;147.6;164.7;74.0;21.0;31.5;13.5;;74.3;176300.0;24009.0;2.7
IPN;360;360;143;19.5;290.0;13.0;7.8;3.7;22.3;97.0;76.1;19610.0;1090.0;14.2;638.0;1276.0;818.0;114.0;2.9;96.0;171.6;191.9;76.0;23.0;33.5;14.5;;94.2;240100.0;24207.0;2.6
IPN;380;380;149;20.5;306.0;13.7;8.2;3.6;22.3;107.0;84.0;24010.0;1260.0;15.0;741.0;1482.0;975.0;131.0;3.0;109.8;196.4;219.6;82.0;23.0;33.5;15.3;;115.0;318700.0;24262.0;2.7
IPN;400;400;155;21.6;323.0;14.4;8.6;3.6;22.4;118.0;92.4;29210.0;1460.0;15.7;857.0;1714.0;1160.0;149.0;3.1;125.5;223.5;251.0;86.0;23.0;34.5;16.2;;140.0;419600.0;24270.0;2.7
IPN;425;425;163;23.0;343.0;15.3;9.2;3.5;22.4;132.0;104.0;36970.0;1740.0;16.7;1020.0;2040.0;1440.0;176.0;3.3;148.1;264.0;296.2;88.0;25.0;37.5;17.3;;177.0;587500.0;24280.0;2.6
IPN;450;450;170;24.3;363.0;16.2;9.7;3.5;22.4;147.0;115.0;45850.0;2040.0;17.7;1200.0;2400.0;1730.0;203.0;3.4;170.7;304.5;341.4;94.0;25.0;38.0;18.4;;220.0;791100.0;24306.0;2.7
IPN;475;475;178;25.6;384.0;17.1;10.3;3.5;22.5;163.0;128.0;56480.0;2380.0;18.6;1400.0;2800.0;2090.0;235.0;3.6;197.5;352.5;394.9;96.0;28.0;41.0;19.4;;270.0;1067000.0;24318.0;2.7
IPN;500;500;185;27.0;404.0;18.0;10.8;3.4;22.4;179.0;141.0;68740.0;2750.0;19.6;1620.0;3240.0;2480.0;268.0;3.7;225.7;402.2;451.4;100.0;28.0;42.5;20.5;;329.0;1403000.0;24375.0;2.7
IPN;550;550;200;30.0;445.0;19.0;11.9;3.3;23.4;212.0;166.0;99180.0;3610.0;21.6;2120.0;4240.0;3490.0;349.0;4.0;292.3;523.5;584.6;110.0;28.0;45.0;23.0;;472.0;2389000.0;24188.0;2.7
IPN;600;600;215;32.4;485.0;21.6;13.0;3.3;22.5;254.0;199.0;139000.0;4630.0;23.4;2730.0;5460.0;4670.0;434.0;4.3;368.4;651.6;736.7;120.0;28.0;47.5;24.9;;667.0;3821000.0;24544.0;2.6
IPB;100;100;100;10.0;56.0;6.0;-;5.0;9.3;26.0;20.4;450.0;89.9;4.2;52.1;104.0;167.0;33.5;2.5;25.4;50.3;50.7;55.0;13.0;22.5;;-;7.2;3375.0;42134.0;0.2
IPB;120;120;120;11.0;74.0;6.5;-;5.5;11.4;34.0;26.7;864.0;144.0;5.0;82.6;165.0;318.0;52.9;3.1;40.1;79.4;80.2;65.0;17.0;27.5;;-;11.5;9410.0;37978.0;0.3
IPB;140;140;140;12.0;92.0;7.0;-;5.8;13.1;43.0;33.7;1510.0;216.0;5.9;123.0;246.0;550.0;78.5;3.6;59.5;118.0;119.0;75.0;21.0;32.5;;-;17.5;22480.0;35010.0;0.4
IPB;160;160;160;13.0;104.0;8.0;-;6.2;13.0;54.3;42.6;2490.0;311.0;6.8;177.0;354.0;889.0;111.0;4.1;84.3;167.0;169.0;85.0;23.0;37.5;;-;25.7;47940.0;33170.0;0.5
IPB;180;180;180;14.0;122.0;8.5;-;6.4;14.4;65.3;51.2;3830.0;426.0;7.7;241.0;482.0;1360.0;151.0;4.6;115.0;227.0;230.0;100.0;25.0;40.0;;-;36.0;93750.0;31434.0;0.7
IPB;200;200;200;15.0;134.0;9.0;-;6.7;14.9;78.1;61.3;5700.0;570.0;8.5;321.0;642.0;2000.0;200.0;5.1;152.0;300.0;303.0;110.0;25.0;45.0;;-;49.1;171490.0;29998.0;0.8
IPB;220;220;220;16.0;152.0;9.5;-;6.9;16.0;91.0;71.5;8090.0;736.0;9.4;414.0;828.0;2840.0;258.0;5.6;196.0;387.0;391.0;120.0;25.0;50.0;;-;65.4;295400.0;28943.0;0.9
IPB;240;240;240;17.0;164.0;10.0;-;7.1;16.4;106.0;83.2;11260.0;938.0;10.3;427.0;854.0;3920.0;327.0;6.1;247.0;491.0;495.0;90.0;25.0;40.0;;35.0;85.5;486900.0;28011.0;1.0
IPB;260;260;260;17.5;177.0;10.0;-;7.4;17.7;118.0;93.0;14920.0;1150.0;11.2;641.0;1282.0;5130.0;395.0;6.6;299.0;593.0;597.0;100.0;25.0;40.0;;40.0;100.0;753700.0;26125.0;1.3
IPB;280;280;280;18.0;196.0;10.5;-;7.8;18.7;131.0;103.0;19270.0;1380.0;12.1;767.0;1534.0;6590.0;471.0;7.1;356.0;707.0;712.0;110.0;25.0;40.0;;45.0;118.0;1430000.0;24898.0;2.0
IPB;300;300;300;19.0;208.0;11.0;-;7.9;18.9;149.0;117.0;25170.0;1680.0;13.0;934.0;1868.0;8560.0;571.0;7.6;431.0;857.0;863.0;120.0;25.0;40.0;;50.0;149.0;1688000.0;24465.0;1.7
IPB;320;320;300;20.5;225.0;11.5;-;7.3;19.6;161.0;127.0;30820.0;1930.0;13.8;1070.0;2140.0;9240.0;616.0;7.6;466.0;924.0;932.0;120.0;25.0;40.0;;50.0;186.0;2069000.0;24779.0;1.6
IPB;340;340;300;21.5;243.0;12.0;-;7.0;20.3;171.0;134.0;36660.0;2160.0;14.6;1200.0;2400.0;9690.0;646.0;7.5;489.0;969.0;978.0;120.0;25.0;40.0;;50.0;216.0;2454000.0;24553.0;1.7
IPB;360;360;300;22.5;261.0;12.5;-;6.7;20.9;181.0;142.0;43190.0;2400.0;15.4;1340.0;2680.0;10140.0;676.0;7.5;512.0;1014.0;1025.0;120.0;25.0;40.0;;50.0;248.0;2883000.0;24383.0;1.8
IPB;400;400;300;24.0;298.0;13.5;-;6.3;22.1;198.0;155.0;57680.0;2880.0;17.1;1620.0;3240.0;10820.0;721.0;7.4;548.0;1082.0;1096.0;120.0;25.0;40.0;;50.0;305.0;3817000.0;23567.0;2.1
IPB;450;450;300;26.0;344.0;14.0;-;5.8;24.6;218.0;171.0;79890.0;3550.0;19.1;1990.0;3980.0;11720.0;781.0;7.3;595.0;1172.0;1190.0;120.0;25.0;40.0;;50.0;388.0;5258000.0;22612.0;2.5
IPB;500;500;300;28.0;390.0;14.5;-;5.4;26.9;239.0;187.0;107200.0;4290.0;21.2;2410.0;4820.0;12620.0;842.0;7.3;642.0;1263.0;1283.0;120.0;28.0;45.0;;45.0;484.0;7018000.0;21887.0;2.9
IPB;550;550;300;29.0;438.0;15.0;-;5.2;29.2;254.0;199.0;136700.0;4970.0;23.2;2800.0;5600.0;13080.0;872.0;7.2;666.0;1308.0;1333.0;120.0;28.0;45.0;;45.0;543.0;8856000.0;20629.0;3.8
IPB;600;600;300;30.0;486.0;15.5;-;5.0;31.4;270.0;212.0;171000.0;5700.0;25.2;3210.0;6420.0;13530.0;902.0;7.1;691.0;1353.0;1382.0;120.0;28.0;45.0;;45.0;607.0;10965000.0;19605.0;4.8
IPB;650;650;300;31.0;534.0;16.0;-;4.8;33.4;286.0;225.0;210600.0;6480.0;27.1;3660.0;7320.0;13980.0;932.0;7.0;716.0;1398.0;1433.0;120.0;28.0;45.0;;45.0;676.0;13363000.0;18731.0;5.9
IPB;700;700;300;32.0;582.0;17.0;-;4.7;34.2;306.0;241.0;256900.0;7340.0;29.0;4160.0;8320.0;14440.0;963.0;6.9;743.0;1445.0;1486.0;120.0;28.0;45.0;;45.0;760.0;16064000.0;18130.0;7.0
IPB;800;800;300;33.0;674.0;17.5;-;4.6;38.5;334.0;262.0;359100.0;8980.0;32.8;5110.0;10220.0;14900.0;994.0;6.7;771.0;1491.0;1541.0;120.0;28.0;45.0;;45.0;850.0;21840000.0;16377.0;11.0
IPB;900;900;300;35.0;770.0;18.5;-;4.3;41.6;371.0;291.0;494100.0;10980.0;36.5;6290.0;12580.0;15820.0;1050.0;6.5;823.0;1575.0;1646.0;120.0;28.0;45.0;;45.0;1033.0;29461000.0;15561.0;14.1
IPB;1000;1000;300;36;868;19;-;4.17;45.7;400;314;644700;12890;40.1;7430;14860;16280;1090;6.38;852;1635;1704;120;28;45;;45;1145;37637000;14494;19.65
IPBl;100;96;100;8.0;56.0;5.0;-;6.3;11.2;21.2;16.7;349.0;72.8;4.1;41.5;83.0;134.0;26.8;2.5;20.3;40.2;40.5;55.0;13.0;22.5;;-;3.8;2581.0;33792.0;0.5
IPBl;120;114;120;8.0;74.0;5.0;-;7.5;14.8;25.3;19.9;606.0;106.0;4.9;59.7;119.0;231.0;38.5;3.0;29.1;57.8;58.2;65.0;17.0;27.5;;-;4.5;6472.0;27716.0;1.1
IPBl;140;133;140;8.5;92.0;5.5;-;8.2;16.7;31.4;24.7;1030.0;155.0;5.7;86.7;173.0;389.0;55.6;3.5;42.1;83.4;84.2;75.0;21.0;32.5;;-;6.4;15060.0;25215.0;1.5
IPBl;160;152;160;9.0;104.0;6.0;-;8.9;17.3;38.8;30.4;1670.0;220.0;6.6;123.0;246.0;616.0;77.0;4.0;58.2;116.0;116.0;85.0;23.0;37.5;;-;8.7;31410.0;23134.0;2.2
IPBl;180;171;180;9.5;122.0;6.0;-;9.5;20.3;45.3;35.5;2510.0;294.0;7.4;162.0;324.0;925.0;103.0;4.5;77.6;154.0;155.0;100.0;25.0;40.0;;-;11.4;60210.0;21351.0;2.9
IPBl;200;190;200;10.0;134.0;6.5;-;10.0;20.6;53.8;42.3;3690.0;389.0;8.3;215.0;430.0;1340.0;134.0;5.0;101.0;201.0;202.0;110.0;25.0;45.0;;-;14.9;108000.0;20084.0;3.7
IPBl;220;210;220;11.0;152.0;7.0;-;10.0;21.7;64.3;50.5;5410.0;515.0;9.2;284.0;568.0;1950.0;177.0;5.5;134.0;266.0;269.0;120.0;25.0;50.0;;-;21.7;193300.0;19998.0;3.8
IPBl;240;230;240;12.0;164.0;7.5;-;10.0;21.9;76.8;60.3;7760.0;675.0;10.1;372.0;744.0;2770.0;231.0;6.0;174.0;346.0;348.0;90.0;25.0;40.0;;35.0;30.5;328500.0;19813.0;3.9
IPBl;260;250;260;12.5;177.0;7.5;-;10.4;23.6;86.8;68.2;10450.0;836.0;11.0;460.0;920.0;3679.0;283.0;6.5;213.0;425.0;426.0;100.0;25.0;40.0;;40.0;37.0;516400.0;18716.0;4.8
IPBl;280;270;280;13.0;196.0;8.0;-;10.8;24.5;97.3;76.4;13670.0;1010.0;11.9;556.0;1112.0;4760.0;340.0;7.0;257.0;510.0;514.0;110.0;25.0;40.0;;45.0;45.2;785400.0;18119.0;5.5
IPBl;300;290;300;14.0;208.0;8.5;-;10.7;24.5;113.0;88.3;18260.0;1260.0;12.8;692.0;1384.0;6310.0;421.0;7.5;317.0;631.0;635.0;120.0;25.0;40.0;;50.0;60.2;1200000.0;17995.0;5.6
IPBl;320;310;300;15.5;225.0;9.0;-;9.7;25.0;124.0;97.6;22930.0;1480.0;13.6;814.0;1628.0;6990.0;466.0;7.5;352.0;699.0;703.0;120.0;25.0;40.0;;50.0;81.3;1512000.0;18721.0;4.8
IPBl;340;330;300;16.5;243.0;9.5;-;9.1;25.6;133.0;105.0;27690.0;1680.0;14.4;925.0;1850.0;7440.0;496.0;7.5;375.0;744.0;749.0;120.0;25.0;40.0;;50.0;98.3;1824000.0;18790.0;4.8
IPBl;360;350;300;17.5;261.0;10.0;-;8.6;26.1;143.0;112.0;33090.0;1890.0;15.2;1040.0;2080.0;7890.0;526.0;7.4;398.0;789.0;795.0;120.0;25.0;40.0;;50.0;118.0;2177000.0;18947.0;4.8
IPBl;400;390;300;19.0;298.0;11.0;-;7.9;27.1;159.0;125.0;45070.0;2310.0;16.8;1280.0;2560.0;8560.0;571.0;7.3;433.0;856.0;866.0;120.0;25.0;40.0;;50.0;153.0;2942000.0;18625.0;5.3
IPBl;450;440;300;21.0;344.0;11.5;-;7.1;29.9;178.0;140.0;63720.0;2900.0;18.9;1610.0;3220.0;9470.0;631.0;7.3;479.0;947.0;958.0;120.0;25.0;40.0;;50.0;205.0;4148000.0;18200.0;5.9
IPBl;500;490;300;23.0;390.0;12.0;-;6.5;32.5;198.0;155.0;86970.0;3550.0;21.0;1970.0;3940.0;10370.0;691.0;7.2;525.0;1037.0;1051.0;120.0;28.0;45.0;;45.0;269.0;5643000.0;17942.0;6.4
IPBl;550;540;300;24.0;438.0;12.5;-;6.3;35.0;212.0;166.0;111900.0;4150.0;23.0;2310.0;4620.0;10829.0;722.0;7.2;550.0;1083.0;1099.0;120.0;28.0;45.0;;45.0;309.0;7189000.0;17010.0;8.1
IPBl;600;590;300;25.0;486.0;13.0;-;6.0;37.4;226.0;178.0;141200.0;4790.0;25.0;2680.0;5360.0;11270.0;751.0;7.1;574.0;1127.0;1148.0;120.0;28.0;45.0;;45.0;352.0;8978000.0;16255.0;9.9
IPBl;650;640;300;26.0;534.0;13.5;-;5.8;39.6;242.0;190.0;175200.0;5470.0;26.9;3070.0;6140.0;11720.0;781.0;7.0;598.0;1172.0;1197.0;120.0;28.0;45.0;;45.0;400.0;11027000.0;15695.0;11.8
IPBl;700;690;300;27.0;582.0;14.5;-;5.6;40.1;260.0;204.0;215300.0;6240.0;28.8;3520.0;7040.0;12180.0;812.0;6.8;624.0;1218.0;1248.0;120.0;28.0;45.0;;45.0;458.0;13352000.0;15270.0;13.6
IPBl;800;790;300;28.0;674.0;15.0;-;5.4;44.9;286.0;224.0;303400.0;7680.0;32.6;4350.0;8700.0;12640.0;843.0;6.7;651.0;1264.0;1301.0;120.0;28.0;45.0;;45.0;522.0;18290000.0;13882.0;21.1
IPBl;900;890;300;30.0;770.0;16.0;-;5.0;48.1;320.0;252.0;422100.0;9480.0;36.3;5410.0;10820.0;13550.0;903.0;6.5;702.0;1355.0;1403.0;120.0;28.0;45.0;;45.0;653.0;24962000.0;13313.0;26.0
IPBl;1000;990;300;31;868;16.5;-;4.84;52.61;347;272;553800;11490;39.9;6410;12820;14000;933;6.35;729;1400;1458;120;28;45;;45;735;32074000;12131;37.6
IPBv;100;120;106;20.0;56.0;12.0;;2.7;4.7;53.2;41.8;1140.0;190.0;4.6;118.0;236.0;399.0;75.3;2.7;57.6;113.0;115.0;;;;;;61.1;9925.0;82857.0;0.0
IPBv;120;140;126;21.0;74.0;12.5;;3.0;5.9;66.4;52.1;2020.0;288.0;5.5;175.0;350.0;703.0;112.0;3.3;85.3;167.0;171.0;;;;;;84.2;24790.0;71653.0;0.0
IPBv;140;160;146;22.0;92.0;13.0;;3.3;7.1;80.6;63.2;3290.0;411.0;6.4;247.0;494.0;1140.0;157.0;3.8;120.0;236.0;239.0;;;;;;112.0;54330.0;63849.0;0.0
IPBv;160;180;166;23.0;104.0;14.0;;3.6;7.4;97.1;76.2;5100.0;566.0;7.3;337.0;674.0;1760.0;212.0;4.3;162.0;318.0;323.0;;;;;;147.0;108100.0;58246.0;0.1
IPBv;180;200;186;24.0;122.0;14.5;;3.9;8.4;113.0;88.9;7480.0;748.0;8.1;442.0;884.0;2580.0;277.0;4.8;212.0;416.0;423.0;;;;;;187.0;199300.0;53624.0;0.1
IPBv;200;220;206;25.0;134.0;15.0;;4.1;8.9;131.0;103.0;10640.0;967.0;9.0;568.0;1136.0;3650.0;354.0;5.3;270.0;532.0;540.0;;;;;;234.0;346300.0;49946.0;0.1
IPBv;220;240;226;26.0;152.0;15.5;;4.4;9.8;149.0;117.0;14600.0;1220.0;9.9;710.0;1420.0;5010.0;444.0;5.8;338.0;666.0;675.0;;;;;;288.0;572700.0;46881.0;0.1
IPBv;240;270;248;32.0;164.0;18.0;;3.9;9.1;200.0;157.0;24290.0;1800.0;11.0;1060.0;2120.0;8150.0;657.0;6.4;500.0;986.0;1001.0;;;;;;582.0;1152000.0;52311.0;0.1
IPBv;260;290;268;32.5;177.0;18.0;;4.1;9.8;220.0;172.0;31310.0;2160.0;11.9;1260.0;2520.0;10450.0;780.0;6.9;593.0;1170.0;1185.0;;;;;;657.0;1728000.0;48587.0;0.1
IPBv;280;310;288;33.0;196.0;18.5;;4.4;10.6;240.0;189.0;39550.0;2550.0;12.8;1480.0;2960.0;13160.0;914.0;7.4;695.0;1371.0;1389.0;;;;;;741.0;2520000.0;45664.0;0.2
IPBv;300;340;310;39.0;208.0;21.0;;4.0;9.9;303.0;238.0;59200.0;3480.0;14.0;2040.0;4080.0;19400.0;1250.0;8.0;951.0;1875.0;1903.0;;;;;;1307.0;4386000.0;49912.0;0.1
IPBv;320/305;320;305;29.0;208.0;16.0;;5.3;13.0;225.0;177.0;40950.0;2550.0;13.5;1460.0;2920.0;13740.0;901.0;7.8;683.0;1351.0;1366.0;;;;;;532.0;2903000.0;37440.0;0.3
IPBv;320;359;309;40.0;225.0;21.0;;3.9;10.7;312.0;245.0;68130.0;3480.0;14.8;2220.0;4440.0;19710.0;1280.0;8.0;970.0;1920.0;1940.0;;;;;;1405.0;5004000.0;52508.0;0.1
IPBv;340;377;309;40.0;243.0;21.0;;3.9;11.6;316.0;248.0;76370.0;4050.0;15.5;2360.0;4720.0;19710.0;1280.0;7.9;971.0;1920.0;1942.0;;;;;;1410.0;5585000.0;45496.0;0.2
IPBv;360;395;308;40.0;261.0;21.0;;3.9;12.4;319.0;250.0;84870.0;4300.0;16.3;2490.0;4980.0;19520.0;1270.0;7.8;966.0;1905.0;1932.0;;;;;;1411.0;6137000.0;43073.0;0.2
IPBv;400;432;307;40.0;298.0;21.0;;3.8;14.2;326.0;256.0;104100.0;4820.0;17.9;2790.0;5580.0;19340.0;1260.0;7.7;962.0;1890.0;1924.0;;;;;;1419.0;7410000.0;38944.0;0.3
IPBv;450;478;307;40.0;344.0;21.0;;3.8;16.4;335.0;263.0;131500.0;5500.0;19.8;3170.0;6340.0;19340.0;1260.0;7.6;964.0;1890.0;1929.0;;;;;;1433.0;9252000.0;34770.0;0.5
IPBv;500;524;306;40.0;390.0;21.0;;3.8;18.6;344.0;270.0;161900.0;6180.0;21.7;3550.0;7100.0;19150.0;1250.0;7.5;961.0;1875.0;1922.0;;;;;;1443.0;11487000.0;31465.0;0.7
IPBv;550;572;306;40.0;438.0;21.0;;3.8;20.9;354.0;278.0;198000.0;6920.0;23.6;3970.0;7940.0;19160.0;1250.0;7.4;963.0;1875.0;1927.0;;;;;;1457.0;13516000.0;28652.0;1.1
IPBv;600;620;305;40.0;486.0;21.0;;3.8;23.1;364.0;285.0;237400.0;7660.0;25.5;4390.0;8780.0;18980.0;1240.0;7.2;960.0;1860.0;1920.0;;;;;;1468.0;15908000.0;26342.0;1.5
IPBv;650;668;305;40.0;534.0;21.0;;3.8;25.4;374.0;293.0;281700.0;8430.0;27.4;4830.0;9660.0;18980.0;1240.0;7.1;963.0;1860.0;1925.0;;;;;;1483.0;18650000.0;24385.0;2.1
IPBv;700;716;304;40.0;582.0;21.0;;3.8;27.7;383.0;301.0;329300.0;9200.0;29.3;5270.0;10540.0;18800.0;1240.0;7.0;959.0;1860.0;1918.0;;;;;;1493.0;21398000.0;22691.0;2.9
IPBv;800;814;303;40.0;674.0;21.0;;3.8;32.1;404.0;317.0;442600.0;10870.0;33.1;6240.0;12480.0;18630.0;1230.0;6.8;959.0;1845.0;1917.0;;;;;;1519.0;27750000.0;19895.0;5.1
IPBv;900;910;302;40;770;21;;3.78;36.7;424;333;570400;12540;36.7;7220;14440;18450;1220;6.6;958;1830;1916;;;;;;1545;34746000;17814;8.329
